Response ID,What is your gender?  ,Which of the following best describes your industry?  ,Which of the following best describes your current occupation?  ,"Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My employer’s remote working policy suits me","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I get to choose how much work I do remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? I choose which days I work remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements? My direct manager has discretion to allow or deny remote work","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization encouraged people to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? My organization was well prepared for me to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? It was common for people in my organization to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? t was easy to get permission to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements? I could easily collaborate with colleagues when working remotely","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? Sleep","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Preparing for work and commuting","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Working","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Caring and domestic responsibilities","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Personal and family time","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities? Sleep"
538,Male,Administrative and Support,"Professionals - Legal, Social and Welfare Professionals",3,1,1,4,2,4,4,2,4,1,10,3,2,8,0,12,4,2,6
539,Female,Information Media and Telecommunications,Sales workers - Sales Representatives and Agents,5,3,4,4,5,5,5,4,4,2,8,2,4,8,0,6,4,4,10
540,Male,Public Administration and Safety,Professionals - ICT Professionals,3,2,5,5,5,5,5,5,4,3,7.5,2.5,6,5,0.5,7.5,4,5,7
541,Female,Education and Training,Sales workers - Sales Assistants and Salespersons,4,4,4,4,4,4,4,4,4,4,4,5,9,2,4,5,6,5,4
542,Female,Education and Training,Professionals - Education Professionals,4,4,4,1,4,4,4,4,4,4,8,4,4,4,8,7,4,1,4
543,Female,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",2,2,3,5,2,1,1,2,4,1,7,2,5,9,1,8,3,4,8
544,I would rather not say,"Professional, Scientific and Technical",Professionals - ICT Professionals,3,4,4,4,4,5,3,5,5,2,7,4,3,8,0,8,4,3,9
545,Female,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,4,3,4,5,2,4,4,4,4,3,9,1,3,8,0,9,2,5,8
546,Male,"Rental, Hiring and Real Estate","Professionals - Business, Human Resource and Marketing Professionals",3,2,3,4,2,3,4,3,3,6,5,6,2,5,6,2,6,3,7
547,Male,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",4,4,4,4,5,4,4,4,4,1,9,3,2,9,1,9,2,2,10
548,Female,Wholesale Trade,Professionals - Health Professionals,5,4,4,5,4,4,5,5,4,2,8,2,3,9,0,8,4,3,9
549,Female,Administrative and Support,Clerical and administrative workers - Clerical and Office Support Workers,5,5,5,3,5,5,3,5,4,0,8,0,8,8,0,8,0,8,8
550,Male,Accommodation and Food,"Managers - Hospitality, Retail and Service Managers",5,4,4,4,5,5,4,4,4,1,8,2,4,9,1,8,2,4,9
551,Male,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,5,5,5,2,7.5,3.5,3,8,0,7.5,3.5,5,8
552,Male,Manufacturing,Technicians and trades workers - Construction Trades Workers,3,1,3,3,4,3,2,3,2,5,5,5,5,4,5,5,5,5,4
553,Male,Financial and Insurance,Sales workers - Sales Assistants and Salespersons,2,4,4,4,4,3,4,4,3,3,7,7,2,5,6,7,3,2,6
554,Female,Financial and Insurance,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,2,3,4,3,2,4,1,3,5,0.5,7,5.5,6,5,0.25,7,3.7,7,6
555,Female,Financial and Insurance,Clerical and administrative workers - Numerical Clerks,4,4,5,5,3,5,4,5,5,1,8,2,6,7,0.5,9,4,4,6.5
556,Female,Information Media and Telecommunications,"Technicians and trades workers - Engineering, ICT and Science Technicians",4,4,5,3,5,3,5,4,4,1,7,2,5,9,2,8,2,3,9
557,Female,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,4,4,3,4,3,4,4,4,3,1,8,3,4,8,0,8,4,4,8
558,Female,Education and Training,"Managers - Chief Executives, General Managers and Legislators",4,3,4,3,5,5,5,4,4,2,9,3,3,7,0,9,6,3,6
559,Female,Administrative and Support,Clerical and administrative workers - Clerical and Office Support Workers,5,5,5,5,5,5,5,5,5,,8,,8,8,0,8,0,8,8
560,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,4,2,5,2,4,4,4,4,4,4,8,4,1,7,0.5,9,4,3.5,7
561,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,4,4,5,4,3,7,3,2,9,1,7,3,4,9
562,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,5,3,5,3,4,4,3,4,2,6,9,1,4,5,7,7
563,Male,Information Media and Telecommunications,"Technicians and trades workers - Engineering, ICT and Science Technicians",3,1,2,5,1,1,2,2,4,1,6,3,6,8,0,8,5,3,8
564,Female,Other Services,Managers - Specialist Managers,4,3,5,3,3,5,4,3,4,2,5,3,10,4,2,3,6,4,9
565,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",5,4,4,5,5,4,4,5,5,1,5,4,3,11,0,7,3,2,12
566,Male,Retail Trade,"Professionals - Legal, Social and Welfare Professionals",4,4,4,4,4,4,4,4,4,4,4,4,12,,4,4,8,4,4
567,Female,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,4,5,5,4,5,3,5,5,4,2,8,1,4,9,1,8,2,5,8
568,Male,Education and Training,Managers - Specialist Managers,4,4,4,4,4,4,4,4,4,3.5,8,4,1.5,7,0.5,8,4,4.5,7
569,Male,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,5,5,5,2,7.5,3.5,3,8,0,7.5,3.5,5,8
570,Male,Manufacturing,Managers - Specialist Managers,3,1,3,5,1,2,4,1,2,1.5,8.5,2.5,4,7.5,0.5,8,3,5,7.5
571,Female,Manufacturing,Clerical and administrative workers - Clerical and Office Support Workers,2,2,1,2,5,1,5,4,5,1,6,4,4,9,0.5,6,4,4,9.5
572,Female,Information Media and Telecommunications,Clerical and administrative workers - Inquiry Clerks and Receptionists,3,3,4,4,3,2,3,4,3,2,8,4,2,8,0,10,6,2,6
573,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",4,4,3,3,4,4,4,4,4,2,7,2,5,8,1,8,2,5,8
574,Female,Construction,Community and personal service workers - Hospitality Workers,1,2,1,3,2,1,2,3,1,3,2,9,7,3,8,9,4,0,3
575,Female,Education and Training,Professionals - Education Professionals,4,4,5,3,4,5,4,4,4,2,8,3,4,7,1,6,4,6,7
576,Female,Manufacturing,Managers - Specialist Managers,1,1,1,1,1,5,2,1,2,1,12,2,2,7,0,15,3,0,6
577,Male,Public Administration and Safety,Clerical and administrative workers - General Clerical Workers,1,1,1,3,3,3,2,2,4,2,12,1,1,8,1,12,1,2,8
578,Female,Education and Training,Professionals - Education Professionals,5,1,1,1,1,1,4,4,5,0,6,4,3,11,1,6,7,2,8
579,Female,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",5,4,4,2,5,4,5,4,4,1.5,7,7,0.5,8,0.5,7,7,1.5,8
580,Female,Manufacturing,Technicians and trades workers - Other Technicians and Trades Workers,4,3,4,4,4,4,3,4,4,2,8,2,4,8,0,9,2,5,8
581,Female,"Professional, Scientific and Technical",Professionals - Health Professionals,4,4,4,4,4,4,4,4,4,2,10,2,2,8,2,10,2,2,8
582,Male,Construction,Technicians and trades workers - Construction Trades Workers,5,2,2,4,5,5,5,5,5,1,8,4,4,7,1,8,4,4,7
583,Female,Health Care and Social Assistance,Clerical and administrative workers - Inquiry Clerks and Receptionists,4,2,4,3,3,4,3,3,2,1,8,4.5,2.5,8,1,8,5,2,8
584,Female,Retail Trade,Sales workers - Sales Representatives and Agents,2,2,2,4,2,2,2,2,1,2,8,2,4,8,3,8,4,3,6
585,Male,Construction,Technicians and trades workers - Construction Trades Workers,5,5,5,4,5,5,5,5,5,5,2,3,4,10,16,3,2,1,2
586,Female,Education and Training,Clerical and administrative workers - Clerical and Office Support Workers,1,1,1,4,3,2,3,2,4,3,6,4,4,7,0,6,4,6,8
587,Male,Education and Training,"Managers - Hospitality, Retail and Service Managers",4,3,4,2,4,2,3,4,4,2,8,1,6,7,0.5,8,2,5.5,8
588,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",5,4,4,4,4,4,5,4,4,2,8,2,5,7,0.5,9,3,4,7.5
589,Male,Information Media and Telecommunications,Managers - Specialist Managers,3,4,3,3,4,3,4,3,2,2,8,2,6,6,0,4,6,6,8
590,Female,Education and Training,"Managers - Chief Executives, General Managers and Legislators",4,3,3,4,2,5,3,4,5,2,8,3,3,8,0,9,6,3,6
591,Female,Health Care and Social Assistance,Professionals - Health Professionals,4,4,3,5,4,3,5,4,4,2,8,2,4,8,2,8,2,4,8
592,Female,Other Services,Professionals - ICT Professionals,5,4,3,4,4,5,3,4,5,1.5,8,0,7.5,7,0.5,8,0,8.5,7
593,Female,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",4,4,5,2,5,5,5,5,5,2,7,3,3,9,0.5,7,5,2.5,9
594,Female,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",3,3,4,4,3,4,4,3,4,1,8,1,6,8,0,9,6,1,8
595,Male,Retail Trade,"Managers - Hospitality, Retail and Service Managers",1,1,2,4,1,1,3,1,4,2,9,3,3,7,0.5,8,3,4.5,8
596,Male,Health Care and Social Assistance,"Managers - Hospitality, Retail and Service Managers",5,5,5,5,5,5,5,5,5,3,8,3,4,6,6,8,4,1,5
597,Female,Mining,Managers - Specialist Managers,4,3,4,4,2,2,2,3,3,5,10,3,3,3,5,5,5,5,4
598,Female,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,5,5,5,5,5,5,5,5,5,2,8,4,4,6,0,10,3,4,7
599,Female,Wholesale Trade,Managers - Specialist Managers,4,3,4,3,3,4,4,4,3,1,8,3,3,9,2,8,3,3,8
600,Female,Financial and Insurance,Sales workers - Sales Support Workers,2,5,1,1,2,4,1,2,3,2,14,1,1,6,1,10,1,2,10
601,Female,Financial and Insurance,Sales workers - Sales Representatives and Agents,3,3,3,4,5,5,5,3,1,1,8,3,4,8,0,8,4,4,8
602,Female,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,4,4,1,4,3,4,4,4,4,1,8,4,3,8,1,8,3,4,8
603,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,3,2,4,5,4,5,3,1,4,5,6,7,6,,6,4,6,3,5
604,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",4,5,5,5,4,5,4,4,3,5,5,2,4,8,5,9,3,1,6
605,Female,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,4,4,4,4,4,3,1,8,3,4,8,0.5,8,3,4.5,8
606,Male,Education and Training,Professionals - Education Professionals,3,3,3,3,3,3,3,3,3,4,5,5,5,5,4,5,5,5,5
607,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,5,2,2,5,3,4,2,3,4,2.5,8,2.5,3,8,2.5,8,2.5,3,8
608,Male,Public Administration and Safety,Clerical and administrative workers - Other Clerical and Administrative Workers,3,1,1,4,4,2,4,3,2,4,13,1,1,5,4,13,1,1,5
609,Female,Mining,Professionals - ICT Professionals,5,5,5,5,4,5,1,5,5,2,7,1,6,8,4,10,2,0,8
610,Male,Public Administration and Safety,"Professionals - Legal, Social and Welfare Professionals",4,4,4,4,5,3,5,5,3,3,8,5,2,6,1,8,5,4,6
611,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",4,4,4,3,4,3,4,5,4,1,4,2,10,7,1,5,2,9,7
612,Female,Construction,Clerical and administrative workers - Office Managers and Program Administrators,5,3,2,4,3,5,2,2,5,2,8,3,3,8,2,8,4,5,5
613,Female,Manufacturing,Managers - Specialist Managers,4,4,3,4,3,4,4,3,3,2,8,5,1,8,0,10,5,1,8
614,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",5,4,5,5,3,4,5,5,5,1,10,3,2,8,0,10,2,2,10
615,Female,Information Media and Telecommunications,Managers - Specialist Managers,4,4,4,4,5,4,4,4,4,1,9,3,3,8,0,9,3,4,8
616,Female,Wholesale Trade,Clerical and administrative workers - Office Managers and Program Administrators,4,4,4,4,2,2,4,4,2,2,8,2,4,8,0,8,2,6,8
617,Female,Education and Training,Professionals - Education Professionals,4,4,2,4,4,4,1,3,4,3,6,3,4,8,3,8,3,2,8
618,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,5,2,3,5,4,4,5,4,5,3.5,8,2,2.5,8,0,10,4,2,8
619,Female,"Professional, Scientific and Technical","Technicians and trades workers - Engineering, ICT and Science Technicians",3,5,5,4,2,4,4,4,3,1,8,5,2,8,0.5,8,1.5,4,10
620,Female,Manufacturing,Clerical and administrative workers - Office Managers and Program Administrators,3,3,2,3,3,3,3,3,3,1,8,1,6,8,1,8,1,6,8
621,Female,Health Care and Social Assistance,Managers - Specialist Managers,2,2,2,5,1,1,1,2,5,1,8,4,4,7,1,8,4,4,7
622,Female,Financial and Insurance,Managers - Specialist Managers,5,5,5,5,5,5,5,5,5,1,8,3,3,9,0,8,4,3,9
623,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",4,4,4,4,4,4,3,4,4,2,8,2,4,8,0,8,4,4,8
624,Female,"Transport, Postal and Warehousing",Clerical and administrative workers - Other Clerical and Administrative Workers,4,4,3,4,3,4,4,4,4,2,7,3,4,8,2,8,3,4,7
625,Male,"Transport, Postal and Warehousing",Managers - Specialist Managers,4,3,4,4,5,5,4,3,4,1,9,2,4,8,1,9,2,5,7
626,Male,Health Care and Social Assistance,Professionals - Health Professionals,1,2,2,1,2,2,2,1,2,2,6,6,4,6,2,5,5,6,6
627,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,3,4,4,3,5,5,4,5,2,9,2,3,8,2,9,2,4,7
628,Male,"Transport, Postal and Warehousing","Managers - Chief Executives, General Managers and Legislators",4,4,4,4,3,4,4,3,2,1,8,1,8,6,1,8,1,8,6
629,Male,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,4,5,5,5,0,14,2,2,6,0,14,1,2,7
630,Female,Education and Training,Professionals - Education Professionals,5,5,5,4,5,5,4,4,2,1,7,1,8,7,0.5,7,1,8.5,7
631,Male,Retail Trade,"Professionals - Business, Human Resource and Marketing Professionals",4,3,2,5,3,4,4,2,2,1,10,4,1,8,0,5,2,8,9
632,Male,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",2,2,3,3,4,3,4,3,4,3,8,3,2,8,2,9,1,4,8
633,Male,Construction,Machinery operators and drivers - Mobile Plant Operators,2,3,2,3,3,2,4,3,4,3,6,3,3,9,4,6,2,6,6
634,Female,Construction,Professionals - Education Professionals,4,4,5,4,4,4,4,5,5,6,3,3,4,8,7,3,3,3,8
635,Female,Construction,"Managers - Chief Executives, General Managers and Legislators",3,4,4,3,3,3,4,4,3,1,7,3,5,8,1,7,3,6,7
636,Male,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",5,5,5,5,5,5,5,5,5,1,8,2,5,8,1,8,3,4,8
637,Male,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,4,4,4,3,3,5,4,4,4,3,7,2,4,8,4,5,3,5,7
638,Male,Information Media and Telecommunications,Professionals - ICT Professionals,3,2,2,2,5,1,2,5,2,2,12,1,1,8,0,8,2,6,8
639,Male,Retail Trade,Professionals - Health Professionals,5,5,5,5,4,5,4,5,5,2,8,3,4,7,0,8,3,4,9
640,Female,Retail Trade,Managers - Specialist Managers,5,4,2,4,5,5,4,5,4,1,8,3,4,8,0,9,3,4,8
641,Female,Retail Trade,Community and personal service workers - Carers and Aides,3,3,4,4,4,4,4,4,4,1,9,1,6,7,1,9,3,1,10
642,Female,Health Care and Social Assistance,"Professionals - Business, Human Resource and Marketing Professionals",2,2,2,2,1,1,1,1,4,1,9,3,5,6,0,9,3,5,7
643,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,3,2,4,4,3,4,4,4,2,2,8,3,3,8,0,8,4,4,8
644,Female,Administrative and Support,Managers - Specialist Managers,3,2,2,3,3,3,2,2,3,5,5,5,2,7,5,5,5,2,7
645,Male,Financial and Insurance,Professionals - ICT Professionals,1,4,5,4,4,4,3,5,5,5,9,2,2,6,0.5,10,2,3.5,8
646,Male,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,4,3,4,4,5,2,4,10,2,2,6,0.5,12,2.5,3,6
647,Male,Manufacturing,"Professionals - Business, Human Resource and Marketing Professionals",5,2,4,5,5,5,5,5,5,1,9,1,5,8,0.5,9,1.5,5,8
648,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,3,5,5,5,5,4,3,8.5,1,3.5,8,0.5,7.5,2,6,8
649,Male,Education and Training,Managers - Specialist Managers,3,4,3,3,2,2,2,2,5,2,5,6,5,6,6,6,3,4,5
650,Female,Education and Training,Professionals - Education Professionals,5,5,4,5,5,4,4,4,5,1,9,2,2,10,1,9,2,2,10
651,Male,Other Services,Clerical and administrative workers - General Clerical Workers,4,4,1,4,4,4,4,2,2,1,7,2,7,7,0,7,3,7,7
652,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,5,5,5,5,5,4,0.5,9,3,3.5,8,0,10,3,3,8
653,Male,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",3,4,4,2,4,4,3,2,3,1,10,3,3,7,2,10,3,3,6
654,Female,Information Media and Telecommunications,Managers - Specialist Managers,4,4,4,5,4,4,4,4,4,2,9,2,3,8,0,12,2,2,8
655,Female,"Professional, Scientific and Technical",Clerical and administrative workers - Personal Assistants and Secretaries,4,4,4,5,4,5,5,5,5,0,8,2,6,8,0,8,2,6,8
656,Male,Information Media and Telecommunications,Managers - Specialist Managers,5,4,5,4,3,4,5,5,5,4,8,3,2,7,0.5,9,4,3.5,7
657,Female,Education and Training,Clerical and administrative workers - Other Clerical and Administrative Workers,1,1,1,5,5,5,1,1,5,1,7.5,3,4.5,8,0.5,8.5,3,4,8
658,Male,"Professional, Scientific and Technical",Professionals - ICT Professionals,1,1,1,5,3,5,3,5,5,1,7,1,7,8,0.5,7.5,1,7,8
659,Male,"Transport, Postal and Warehousing","Professionals - Business, Human Resource and Marketing Professionals",4,2,4,4,3,4,2,4,4,2,7,3,4,8,1,6,5,4,8
660,Male,Health Care and Social Assistance,Clerical and administrative workers - Other Clerical and Administrative Workers,3,2,2,4,3,4,3,1,2,1,8,2,6,7,2,7,6,1,8
661,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,3,3,4,3,4,5,0,10,1.5,5.5,7,0,10,1.5,5.5,7
662,Male,"Transport, Postal and Warehousing",Technicians and trades workers - Automotive and Engineering Trades Workers,4,5,5,4,4,5,4,5,4,5,6,2,2,9,6,7,1,2,8
663,Female,Financial and Insurance,Clerical and administrative workers - General Clerical Workers,4,4,5,4,4,5,4,5,2,2,8,1,7,6,0.5,8,2,7.5,6
664,Female,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,1,5,5,5,5,5,3,8,2,4,7,0,8,3,6,7
665,Male,Wholesale Trade,Managers - Specialist Managers,4,2,2,4,4,4,4,4,4,1,9,0,6,8,0,10,0,6,8
666,Male,Other Services,Professionals - Health Professionals,3,2,2,2,5,3,5,4,4,1,10,1,4,8,0,10,2,4,8
667,Female,Health Care and Social Assistance,Clerical and administrative workers - Other Clerical and Administrative Workers,4,4,2,4,4,4,4,4,4,2,8,5,2,7,0.5,8,4.5,4,7
668,Male,"Professional, Scientific and Technical","Technicians and trades workers - Engineering, ICT and Science Technicians",3,5,5,4,4,4,4,3,4,3,8,2,4,7,1,10,3,2,8
669,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",5,5,5,2,5,5,5,5,5,3.5,9.5,1.5,2.5,7,0.5,9.5,1.5,6,6.5
670,Male,"Agriculture, Forestry and Fishing",Managers - Farmers and Farm Managers,3,2,2,3,3,3,4,3,3,3,8,3,2,8,3,6,3,2,10
671,Male,Financial and Insurance,Managers - Specialist Managers,3,2,4,4,5,4,5,5,4,2.5,10.5,,3,8,0.5,11,0.5,4,8
672,Female,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",2,2,4,4,5,4,4,4,4,2,9,3,3,7,0,10,3,3,8
673,Male,Other Services,"Managers - Hospitality, Retail and Service Managers",2,1,3,4,1,4,2,2,3,1,8,3,6,6,0.5,9,2.5,6,6
674,Male,"Electricity, Gas, Water and Waste","Professionals - Design, Engineering, Science and Transport Professionals",5,5,5,5,4,4,4,4,3,2,8,2,4,8,0,9,2,5,8
675,Male,Education and Training,Professionals - Education Professionals,5,5,5,4,4,3,4,3,5,2,8,8,1,5,0,10,8,1,5
676,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",5,5,5,1,3,5,4,5,1,1,8,0,7,8,0,4,4,8,8
677,Male,Other Services,Professionals - Arts and Media Professionals,5,4,4,4,4,5,4,5,4,4,4,3,5,8,1,7,2,6,8
678,Male,Wholesale Trade,Sales workers - Sales Representatives and Agents,4,4,4,5,4,4,5,4,4,1,8,2,5,8,0,10,2,4,8
679,Female,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",5,4,4,2,5,5,4,5,4,2,8,1,3,10,0,8,2,4,10
680,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,3,2,2,4,5,5,5,5,4,,8,,8,8,,8,,8,8
681,Female,Financial and Insurance,Managers - Specialist Managers,2,3,2,4,4,2,4,3,2,6,8,2,2,6,6,9,1,2,6
682,Female,Financial and Insurance,Managers - Specialist Managers,2,2,4,4,5,4,4,4,2,3,8,2,3,8,0.5,9,2,4.5,8
683,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",3,3,4,4,4,4,5,5,4,2,8,0,6,8,0.5,8,0,7,8.5
684,Female,Arts and Recreation,Professionals - Arts and Media Professionals,2,4,4,3,5,4,4,4,4,2,8,2,5,7,0.5,8,2.5,6,7
685,Female,Financial and Insurance,Sales workers - Sales Support Workers,4,2,2,4,4,4,4,4,4,3,8,3,3,7,0,8,4,4,8
686,Male,Education and Training,Managers - Specialist Managers,1,4,4,3,3,4,4,4,4,4,8,2,2,8,0,8,2,6,8
687,Male,Other Services,Professionals - Education Professionals,4,4,2,3,4,4,4,4,2,0.5,8,0,7.5,8,0,10,2,4,8
688,Male,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",5,3,5,4,5,5,5,5,5,3,7,3,3,8,0,9,4,4,7
689,Male,Retail Trade,"Managers - Hospitality, Retail and Service Managers",3,1,1,4,1,1,1,2,3,1,8,1,6,8,2,8,6,2,6
690,Female,Health Care and Social Assistance,Managers - Specialist Managers,5,3,3,4,5,2,5,5,5,3,7,2,4,8,0,8,2,6,8
691,Female,Manufacturing,Managers - Specialist Managers,4,3,4,4,4,3,2,3,3,0.5,6,5,4,8.5,1,6,5,3,9
692,Male,Education and Training,Professionals - Education Professionals,3,3,2,3,4,3,3,3,3,0.5,7,3,6.5,7,0.5,7,3,6.5,7
693,Male,Financial and Insurance,Managers - Specialist Managers,4,4,4,4,5,5,5,5,3,4,12,1,1,6,0.5,16,0.5,1,6
694,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",5,5,5,3,5,5,5,5,4,1,9,3,3,8,0,9,3.5,3.5,8
695,Male,Information Media and Telecommunications,"Professionals - Business, Human Resource and Marketing Professionals",4,4,4,5,4,3,3,3,3,2,7,1,2,12,0,9,1,4,10
696,Male,Mining,"Professionals - Design, Engineering, Science and Transport Professionals",2,1,2,4,2,4,2,3,4,2,9,2,3,8,0.5,9,3,3.5,8
697,Male,Other Services,Professionals - ICT Professionals,5,5,5,4,5,5,4,5,3,1,10,2,4,7,1,10,4,2,7
698,Male,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",2,2,3,3,2,3,3,4,2,4,,2,4,14,6,5,8,3,2
